legacy_path,category,original_method,identified_issue,corrected_method,final_location,scientific_status,disposition,corrected_counterpart,bytes,crc32
Vichama_Kspaces/GO_unique_genes_per_PFAS.csv,GO enrichment,Module-wise GO enrichment,Background mapping and multiplicity family were not fully controlled,Use namespace-mapped eligible populations and one family-wide BH correction,output/kspaces_runs/go_enrichment/consensus_k5_GO_enrichment.csv,valid but improved,valid but improved,"Use mapped measured-gene background, pinned local annotations, and family-wide correction.",52225,d7914ead
Vichama_Kspaces/Vichama_k_spaces_Final.ipynb,notebook,Historical mixed exploratory notebook,"Resampling, matrix construction, GO testing, and claims required correction",Reconstruct only auditable steps and replace invalid methods,PFAS_master_analysis.ipynb,invalid but preserved as a diagnostic example,invalid but preserved as a diagnostic example,"Preserve as historical source; replace bootstrap, matrix, GO, and claims.",49062133,0e7a2089
Vichama_Kspaces/eigengene_correlations.csv,eigengene,Module eigengene correlations across ten conditions,Circular construction and ten-condition inference were not confirmatory,"Use continuous effects, consensus stability, null tests, and explicit exploratory status",PFAS_master_analysis.ipynb Section 6,incorrect and replaced,incorrect and replaced,"Use continuous logFC, deterministic sign, permutation tests, and multiplicity control.",811,e94ad72c
Vichama_Kspaces/gene_lists_by_chemical/ALL_chemicals_module_genes_summary.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,900831,bce35e77
Vichama_Kspaces/gene_lists_by_chemical/GenX/GenX_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,9523,00e5761f
Vichama_Kspaces/gene_lists_by_chemical/GenX/GenX_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,4368,101c751e
Vichama_Kspaces/gene_lists_by_chemical/GenX/GenX_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,1929,f52cfc22
Vichama_Kspaces/gene_lists_by_chemical/GenX/GenX_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,2438,3e54b44e
Vichama_Kspaces/gene_lists_by_chemical/GenX/GenX_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,6954,c87d69f9
Vichama_Kspaces/gene_lists_by_chemical/PFBA/PFBA_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,3006,4c6ea293
Vichama_Kspaces/gene_lists_by_chemical/PFBA/PFBA_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,4807,c0db282f
Vichama_Kspaces/gene_lists_by_chemical/PFBA/PFBA_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,1250,24b3de80
Vichama_Kspaces/gene_lists_by_chemical/PFBA/PFBA_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,627,2b6bccfe
Vichama_Kspaces/gene_lists_by_chemical/PFBA/PFBA_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,971,e2e2cfdc
Vichama_Kspaces/gene_lists_by_chemical/PFBS/PFBS_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,11437,4c016c54
Vichama_Kspaces/gene_lists_by_chemical/PFBS/PFBS_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,16483,0f1e66fd
Vichama_Kspaces/gene_lists_by_chemical/PFBS/PFBS_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,1654,959d4d82
Vichama_Kspaces/gene_lists_by_chemical/PFBS/PFBS_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,1249,e7dbbf00
Vichama_Kspaces/gene_lists_by_chemical/PFBS/PFBS_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,9528,2e2739fa
Vichama_Kspaces/gene_lists_by_chemical/PFBSA/PFBSA_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,9336,87a0bcd5
Vichama_Kspaces/gene_lists_by_chemical/PFBSA/PFBSA_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,65650,c97da88d
Vichama_Kspaces/gene_lists_by_chemical/PFBSA/PFBSA_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,1821,f299d882
Vichama_Kspaces/gene_lists_by_chemical/PFBSA/PFBSA_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,48849,c14e614a
Vichama_Kspaces/gene_lists_by_chemical/PFBSA/PFBSA_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,21081,6106c566
Vichama_Kspaces/gene_lists_by_chemical/PFEESA/PFEESA_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,17750,1ff7cf3a
Vichama_Kspaces/gene_lists_by_chemical/PFEESA/PFEESA_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,7782,cccdb1b4
Vichama_Kspaces/gene_lists_by_chemical/PFEESA/PFEESA_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,1721,7bbc0a65
Vichama_Kspaces/gene_lists_by_chemical/PFEESA/PFEESA_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,620,6bfeb2f5
Vichama_Kspaces/gene_lists_by_chemical/PFEESA/PFEESA_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,29680,c9d9be9e
Vichama_Kspaces/gene_lists_by_chemical/PFNA/PFNA_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,6044,3c648218
Vichama_Kspaces/gene_lists_by_chemical/PFNA/PFNA_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,5309,e35db216
Vichama_Kspaces/gene_lists_by_chemical/PFNA/PFNA_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,1987,cee29082
Vichama_Kspaces/gene_lists_by_chemical/PFNA/PFNA_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,1019,8cead54d
Vichama_Kspaces/gene_lists_by_chemical/PFNA/PFNA_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,5833,8448734f
Vichama_Kspaces/gene_lists_by_chemical/PFOA/PFOA_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,2023,3f393a62
Vichama_Kspaces/gene_lists_by_chemical/PFOA/PFOA_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,3267,9746b323
Vichama_Kspaces/gene_lists_by_chemical/PFOA/PFOA_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,967,5a093526
Vichama_Kspaces/gene_lists_by_chemical/PFOA/PFOA_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,283,c4baa0b4
Vichama_Kspaces/gene_lists_by_chemical/PFOA/PFOA_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,2300,3d7491ed
Vichama_Kspaces/gene_lists_by_chemical/PFOS/PFOS_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,2870,611cfef0
Vichama_Kspaces/gene_lists_by_chemical/PFOS/PFOS_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,2035,f3d0e9f7
Vichama_Kspaces/gene_lists_by_chemical/PFOS/PFOS_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,903,839d2bdc
Vichama_Kspaces/gene_lists_by_chemical/PFOS/PFOS_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,785,51498d76
Vichama_Kspaces/gene_lists_by_chemical/PFOS/PFOS_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,4185,c883f874
Vichama_Kspaces/gene_lists_by_chemical/PFOSA/PFOSA_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,59519,8c60ea16
Vichama_Kspaces/gene_lists_by_chemical/PFOSA/PFOSA_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,66288,245f505f
Vichama_Kspaces/gene_lists_by_chemical/PFOSA/PFOSA_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,77876,68e2bd24
Vichama_Kspaces/gene_lists_by_chemical/PFOSA/PFOSA_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,39508,b88769b4
Vichama_Kspaces/gene_lists_by_chemical/PFOSA/PFOSA_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,22366,5a6b40b5
Vichama_Kspaces/gene_lists_by_chemical/PFPeA/PFPeA_Module_0_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,54191,bc2ad7e4
Vichama_Kspaces/gene_lists_by_chemical/PFPeA/PFPeA_Module_1_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,63848,ea5bb13c
Vichama_Kspaces/gene_lists_by_chemical/PFPeA/PFPeA_Module_2_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,54615,ec043be5
Vichama_Kspaces/gene_lists_by_chemical/PFPeA/PFPeA_Module_3_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,33266,4f825134
Vichama_Kspaces/gene_lists_by_chemical/PFPeA/PFPeA_Noise_genes.csv,chemical-module gene list,Per-chemical and per-module gene export from one historical fit,Membership came from the zero-masked single fit and omitted consensus uncertainty,Regenerate every combination from the continuous-effect consensus assignment,output/deep_analysis/gene_lists_by_chemical_module/,incorrect and replaced,incorrect and replaced,Replace with consensus gene-level exports for all 50 combinations.,25887,7284a119
Vichama_Kspaces/go-basic.obo,GO enrichment,Module-wise GO enrichment,Background mapping and multiplicity family were not fully controlled,Use namespace-mapped eligible populations and one family-wide BH correction,output/kspaces_runs/go_enrichment/consensus_k5_GO_enrichment.csv,valid but improved,valid but improved,"Use mapped measured-gene background, pinned local annotations, and family-wide correction.",32126692,38e46cf6
Vichama_Kspaces/module_eigengenes.csv,eigengene,Module eigengene correlations across ten conditions,Circular construction and ten-condition inference were not confirmatory,"Use continuous effects, consensus stability, null tests, and explicit exploratory status",PFAS_master_analysis.ipynb Section 6,incorrect and replaced,incorrect and replaced,"Use continuous logFC, deterministic sign, permutation tests, and multiplicity control.",905,72c05343
Vichama_Kspaces/module_eigengenes.png,eigengene,Module eigengene correlations across ten conditions,Circular construction and ten-condition inference were not confirmatory,"Use continuous effects, consensus stability, null tests, and explicit exploratory status",PFAS_master_analysis.ipynb Section 6,incorrect and replaced,incorrect and replaced,"Use continuous logFC, deterministic sign, permutation tests, and multiplicity control.",419495,1bdb632a
Vichama_Kspaces/module_union_DEG_summary.csv,module contribution table,Single-fit module contribution profile,One stochastic fit did not represent assignment uncertainty,Use majority-voted consensus assignments with per-gene strength,output/kspaces_runs/primary_k5_consensus_module_assignments.csv,valid but improved,valid but improved,Regenerate from consensus modules with confidence and continuous effects.,158,c7b062dc
Vichama_Kspaces/pfas_lowdim_visualization.png,low-dimensional visualization,Low-dimensional condition visualization,Ten conditions do not support confirmatory embedding inference,Use only as labeled exploratory geometry after null correction,PFAS_master_analysis.ipynb Section 6,valid but improved,valid but improved,Retain PCA; label n=10 limitations and omit inferential t-SNE claims.,210344,3babb226
Vichama_Kspaces/sankey1_module_pathway_pfas_genecounts.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4628304,f8fdfdd0
Vichama_Kspaces/sankey2_pfas_unique_degs_pathways.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4574081,27d4d025
Vichama_Kspaces/sankey2_pfas_unique_degs_pathways_v2.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4574766,43780b81
Vichama_Kspaces/sankey3_pfas_shared_degs_pathways.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4584263,c9d51115
Vichama_Kspaces/sankey4_module_union_degs_pathways.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4573981,5e4e0c02
Vichama_Kspaces/sankey4_module_union_degs_pathways_v2.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4574932,2bba80dd
Vichama_Kspaces/sankey4_module_union_degs_pathways_v3.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4575020,47d6a6bb
Vichama_Kspaces/sankey4_module_union_degs_pathways_v4.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4575388,19bb4f21
Vichama_Kspaces/sankey_module_pathway_pfas.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4878850,251132c4
Vichama_Kspaces/sankey_module_pathway_pfas_top3.html,sankey,Chemical to module to GO flow display,Duplicate or padded flow values could overstate relationships,Regenerate from consensus assignments and corrected GO results,output/figures/sankey_chemical_module_go_consensus.png,valid but improved,valid but improved,Replace duplicate and padded versions with truthful conserved-flow Sankeys.,4601981,c995613f
Vichama_Kspaces/summary_table_gene_contributions.csv,module contribution table,Single-fit module contribution profile,One stochastic fit did not represent assignment uncertainty,Use majority-voted consensus assignments with per-gene strength,output/kspaces_runs/primary_k5_consensus_module_assignments.csv,valid but improved,valid but improved,Regenerate from consensus modules with confidence and continuous effects.,2485,83ac6976
Vichama_Kspaces/summary_table_visualization.png,module contribution table,Single-fit module contribution profile,One stochastic fit did not represent assignment uncertainty,Use majority-voted consensus assignments with per-gene strength,output/kspaces_runs/primary_k5_consensus_module_assignments.csv,valid but improved,valid but improved,Regenerate from consensus modules with confidence and continuous effects.,256720,8d932543
Vichama_Kspaces/trees/tree_Module_0.png,ontology tree,Manual or layout-based functional tree,Post hoc GO-slim labels and repeated genes made branch sizes non-additive,Use GO parent relationships among family-wide significant terms without manual category reassignment,output/figures/deep_analysis/ontology_trees_consensus_modules.png,incorrect and replaced,incorrect and replaced,Replace manual categories with ontology-parent diagrams of corrected terms.,320701,de515f11
Vichama_Kspaces/trees/tree_Module_0_all_terms.png,ontology tree,Manual or layout-based functional tree,Post hoc GO-slim labels and repeated genes made branch sizes non-additive,Use GO parent relationships among family-wide significant terms without manual category reassignment,output/figures/deep_analysis/ontology_trees_consensus_modules.png,incorrect and replaced,incorrect and replaced,Replace manual categories with ontology-parent diagrams of corrected terms.,1602222,3b157e6c
Vichama_Kspaces/trees/tree_Module_1.png,ontology tree,Manual or layout-based functional tree,Post hoc GO-slim labels and repeated genes made branch sizes non-additive,Use GO parent relationships among family-wide significant terms without manual category reassignment,output/figures/deep_analysis/ontology_trees_consensus_modules.png,incorrect and replaced,incorrect and replaced,Replace manual categories with ontology-parent diagrams of corrected terms.,398554,f32ccf4b
